id,predicted_stars,actual_stars,mse
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,3,1
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,1,1,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,3,4
RwMLuOkImBIqqYj4SSKSPg,4,2,4
RwMLuOkImBIqqYj4SSKSPg,3,4,1
RwMLuOkImBIqqYj4SSKSPg,2,3,1
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,1,1,0
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,3,2,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,3,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,3,2,1
RwMLuOkImBIqqYj4SSKSPg,4,3,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,3,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,1,5,16
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,3,4
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,1,16
RwMLuOkImBIqqYj4SSKSPg,1,1,0
RwMLuOkImBIqqYj4SSKSPg,3,3,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,1,1,0
RwMLuOkImBIqqYj4SSKSPg,5,3,4
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,1,1,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,1,4,9
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,1,4,9
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,3,3,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,3,1
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,4,1,9
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,4,3,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,2,2,0
RwMLuOkImBIqqYj4SSKSPg,4,3,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,1,3,4
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,1,9
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,2,4,4
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,1,16
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,4,2,4
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,1,1,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,1,1,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,3,4
RwMLuOkImBIqqYj4SSKSPg,3,1,4
RwMLuOkImBIqqYj4SSKSPg,4,3,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,3,1
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,1,1,0
RwMLuOkImBIqqYj4SSKSPg,4,3,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,1,2,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,1,1,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,3,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,3,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,1,1,0
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,4,2,4
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,2,2,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,2,4
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,1,16
RwMLuOkImBIqqYj4SSKSPg,5,3,4
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,3,4
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,3,1
RwMLuOkImBIqqYj4SSKSPg,4,2,4
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,3,4
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,1,1,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,1,1,0
RwMLuOkImBIqqYj4SSKSPg,4,3,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,1,2,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,1,16
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,5,1
RwMLuOkImBIqqYj4SSKSPg,4,3,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,4,3,1
RwMLuOkImBIqqYj4SSKSPg,5,5,0
RwMLuOkImBIqqYj4SSKSPg,5,4,1
RwMLuOkImBIqqYj4SSKSPg,4,4,0
RwMLuOkImBIqqYj4SSKSPg,5,5,0
pzhjeutsSFcFEDbLp67oeg,5,5,0
YSHLvvIOg5w7ON396yNmVA,5,1,16
YSHLvvIOg5w7ON396yNmVA,5,5,0
YSHLvvIOg5w7ON396yNmVA,5,2,9
YSHLvvIOg5w7ON396yNmVA,5,5,0
YSHLvvIOg5w7ON396yNmVA,5,5,0
YSHLvvIOg5w7ON396yNmVA,5,5,0
YSHLvvIOg5w7ON396yNmVA,5,5,0
YSHLvvIOg5w7ON396yNmVA,1,2,1
YSHLvvIOg5w7ON396yNmVA,5,5,0
LNYqgenmMJv3QgXm0wBGxw,4,3,1
LNYqgenmMJv3QgXm0wBGxw,4,5,1
LNYqgenmMJv3QgXm0wBGxw,5,3,4
PF6IipxqHx0i2cFBAraXPw,1,5,16
PF6IipxqHx0i2cFBAraXPw,4,5,1
PF6IipxqHx0i2cFBAraXPw,1,2,1
PF6IipxqHx0i2cFBAraXPw,5,4,1
PF6IipxqHx0i2cFBAraXPw,4,4,0
HCvSXTYw0WoszrJlffsRSg,1,4,9
HCvSXTYw0WoszrJlffsRSg,4,4,0
zUbqJk1KtbMnStiMfrMegA,1,1,0
zUbqJk1KtbMnStiMfrMegA,1,3,4
zUbqJk1KtbMnStiMfrMegA,1,2,1
zUbqJk1KtbMnStiMfrMegA,1,1,0
zUbqJk1KtbMnStiMfrMegA,5,4,1
zUbqJk1KtbMnStiMfrMegA,1,1,0
zUbqJk1KtbMnStiMfrMegA,1,1,0
zUbqJk1KtbMnStiMfrMegA,4,2,4
zUbqJk1KtbMnStiMfrMegA,5,4,1
zUbqJk1KtbMnStiMfrMegA,2,3,1
zUbqJk1KtbMnStiMfrMegA,4,4,0
hvuKpdYWyoFm6abwfQiipQ,4,3,1
hvuKpdYWyoFm6abwfQiipQ,1,1,0
lVfZ2AaYRYHCFenUMQna8g,4,4,0
lVfZ2AaYRYHCFenUMQna8g,4,5,1
lVfZ2AaYRYHCFenUMQna8g,5,5,0
lVfZ2AaYRYHCFenUMQna8g,3,1,4
lVfZ2AaYRYHCFenUMQna8g,5,5,0
lVfZ2AaYRYHCFenUMQna8g,1,1,0
lVfZ2AaYRYHCFenUMQna8g,4,5,1
lVfZ2AaYRYHCFenUMQna8g,4,5,1
lVfZ2AaYRYHCFenUMQna8g,4,4,0
lVfZ2AaYRYHCFenUMQna8g,2,2,0
lVfZ2AaYRYHCFenUMQna8g,5,5,0
lVfZ2AaYRYHCFenUMQna8g,4,5,1
lVfZ2AaYRYHCFenUMQna8g,5,5,0
lVfZ2AaYRYHCFenUMQna8g,1,1,0
lVfZ2AaYRYHCFenUMQna8g,4,4,0
lVfZ2AaYRYHCFenUMQna8g,4,2,4
lVfZ2AaYRYHCFenUMQna8g,1,2,1
lVfZ2AaYRYHCFenUMQna8g,5,5,0
lVfZ2AaYRYHCFenUMQna8g,4,5,1
lVfZ2AaYRYHCFenUMQna8g,1,2,1
lVfZ2AaYRYHCFenUMQna8g,5,5,0
lVfZ2AaYRYHCFenUMQna8g,5,5,0
lVfZ2AaYRYHCFenUMQna8g,2,1,1
lVfZ2AaYRYHCFenUMQna8g,5,5,0
lVfZ2AaYRYHCFenUMQna8g,4,3,1
zxVw9U56heInhfyprhkxIg,5,5,0
zxVw9U56heInhfyprhkxIg,5,1,16
wHn5ekrhv_DsH2p3fjAung,5,2,9
wHn5ekrhv_DsH2p3fjAung,5,5,0
wHn5ekrhv_DsH2p3fjAung,1,1,0
Kbidfh24_7-a380tovQeYA,5,3,4
Kbidfh24_7-a380tovQeYA,5,3,4
Kbidfh24_7-a380tovQeYA,4,3,1
Kbidfh24_7-a380tovQeYA,3,4,1
Kbidfh24_7-a380tovQeYA,1,1,0
kVEjTbR6rJgfTnq_h7kLPA,5,5,0
kVEjTbR6rJgfTnq_h7kLPA,5,2,9
kVEjTbR6rJgfTnq_h7kLPA,5,5,0
kVEjTbR6rJgfTnq_h7kLPA,5,4,1
kVEjTbR6rJgfTnq_h7kLPA,5,2,9
kVEjTbR6rJgfTnq_h7kLPA,4,3,1
kVEjTbR6rJgfTnq_h7kLPA,4,4,0
kVEjTbR6rJgfTnq_h7kLPA,4,4,0
kVEjTbR6rJgfTnq_h7kLPA,4,5,1
kVEjTbR6rJgfTnq_h7kLPA,5,5,0
kVEjTbR6rJgfTnq_h7kLPA,5,4,1
kVEjTbR6rJgfTnq_h7kLPA,4,5,1
kVEjTbR6rJgfTnq_h7kLPA,1,2,1
kVEjTbR6rJgfTnq_h7kLPA,5,4,1
kVEjTbR6rJgfTnq_h7kLPA,5,4,1
kVEjTbR6rJgfTnq_h7kLPA,4,5,1
kVEjTbR6rJgfTnq_h7kLPA,3,4,1
kVEjTbR6rJgfTnq_h7kLPA,5,1,16
kVEjTbR6rJgfTnq_h7kLPA,5,5,0
kVEjTbR6rJgfTnq_h7kLPA,4,4,0
kVEjTbR6rJgfTnq_h7kLPA,4,3,1
kVEjTbR6rJgfTnq_h7kLPA,4,3,1
kVEjTbR6rJgfTnq_h7kLPA,5,5,0
RKX755uAGPMerCWueEpevQ,5,3,4
RKX755uAGPMerCWueEpevQ,5,5,0
RKX755uAGPMerCWueEpevQ,5,1,16
RKX755uAGPMerCWueEpevQ,5,5,0
RKX755uAGPMerCWueEpevQ,3,3,0
75u8X_saAIETRHgpECi8YA,4,3,1
75u8X_saAIETRHgpECi8YA,4,4,0
75u8X_saAIETRHgpECi8YA,4,4,0
75u8X_saAIETRHgpECi8YA,4,3,1
75u8X_saAIETRHgpECi8YA,4,4,0
75u8X_saAIETRHgpECi8YA,5,4,1
75u8X_saAIETRHgpECi8YA,4,3,1
75u8X_saAIETRHgpECi8YA,1,1,0
75u8X_saAIETRHgpECi8YA,4,5,1
75u8X_saAIETRHgpECi8YA,5,1,16
75u8X_saAIETRHgpECi8YA,5,3,4
75u8X_saAIETRHgpECi8YA,1,1,0
75u8X_saAIETRHgpECi8YA,5,1,16
75u8X_saAIETRHgpECi8YA,5,5,0
75u8X_saAIETRHgpECi8YA,5,3,4
75u8X_saAIETRHgpECi8YA,4,4,0
75u8X_saAIETRHgpECi8YA,2,2,0
75u8X_saAIETRHgpECi8YA,5,5,0
75u8X_saAIETRHgpECi8YA,5,5,0
75u8X_saAIETRHgpECi8YA,5,5,0
75u8X_saAIETRHgpECi8YA,1,2,1
75u8X_saAIETRHgpECi8YA,2,1,1
75u8X_saAIETRHgpECi8YA,4,5,1
75u8X_saAIETRHgpECi8YA,1,1,0
75u8X_saAIETRHgpECi8YA,5,5,0
75u8X_saAIETRHgpECi8YA,5,3,4
75u8X_saAIETRHgpECi8YA,5,4,1
75u8X_saAIETRHgpECi8YA,4,4,0
75u8X_saAIETRHgpECi8YA,5,5,0
75u8X_saAIETRHgpECi8YA,5,4,1
75u8X_saAIETRHgpECi8YA,5,5,0
75u8X_saAIETRHgpECi8YA,3,3,0
75u8X_saAIETRHgpECi8YA,5,5,0
75u8X_saAIETRHgpECi8YA,5,4,1
75u8X_saAIETRHgpECi8YA,4,3,1
75u8X_saAIETRHgpECi8YA,4,5,1
XBBGRLsPIVeaERwzW4xzGQ,4,4,0
XBBGRLsPIVeaERwzW4xzGQ,5,2,9
XBBGRLsPIVeaERwzW4xzGQ,5,5,0
XBBGRLsPIVeaERwzW4xzGQ,4,3,1
XBBGRLsPIVeaERwzW4xzGQ,1,1,0
XBBGRLsPIVeaERwzW4xzGQ,1,1,0
XBBGRLsPIVeaERwzW4xzGQ,5,3,4
XBBGRLsPIVeaERwzW4xzGQ,4,4,0
XBBGRLsPIVeaERwzW4xzGQ,4,3,1
XBBGRLsPIVeaERwzW4xzGQ,1,1,0
XBBGRLsPIVeaERwzW4xzGQ,1,2,1
XBBGRLsPIVeaERwzW4xzGQ,5,4,1
XBBGRLsPIVeaERwzW4xzGQ,1,1,0
XBBGRLsPIVeaERwzW4xzGQ,1,1,0
XBBGRLsPIVeaERwzW4xzGQ,1,1,0
XBBGRLsPIVeaERwzW4xzGQ,1,1,0
XBBGRLsPIVeaERwzW4xzGQ,1,1,0
XBBGRLsPIVeaERwzW4xzGQ,1,1,0
XBBGRLsPIVeaERwzW4xzGQ,4,3,1
XBBGRLsPIVeaERwzW4xzGQ,1,1,0
VO-p1uczeMbzH8bEAv-RgA,1,1,0
VO-p1uczeMbzH8bEAv-RgA,5,5,0
VO-p1uczeMbzH8bEAv-RgA,4,3,1
VO-p1uczeMbzH8bEAv-RgA,5,4,1
VO-p1uczeMbzH8bEAv-RgA,5,4,1
VO-p1uczeMbzH8bEAv-RgA,5,3,4
VO-p1uczeMbzH8bEAv-RgA,4,2,4
VO-p1uczeMbzH8bEAv-RgA,5,4,1
VO-p1uczeMbzH8bEAv-RgA,1,1,0
VO-p1uczeMbzH8bEAv-RgA,1,1,0
VO-p1uczeMbzH8bEAv-RgA,4,3,1
VO-p1uczeMbzH8bEAv-RgA,4,3,1
VO-p1uczeMbzH8bEAv-RgA,3,1,4
VO-p1uczeMbzH8bEAv-RgA,3,3,0
VO-p1uczeMbzH8bEAv-RgA,4,2,4
VO-p1uczeMbzH8bEAv-RgA,5,4,1
VO-p1uczeMbzH8bEAv-RgA,4,4,0
VO-p1uczeMbzH8bEAv-RgA,4,3,1
VO-p1uczeMbzH8bEAv-RgA,5,5,0
VO-p1uczeMbzH8bEAv-RgA,4,4,0
VO-p1uczeMbzH8bEAv-RgA,2,2,0
VO-p1uczeMbzH8bEAv-RgA,1,1,0
VO-p1uczeMbzH8bEAv-RgA,4,4,0
VO-p1uczeMbzH8bEAv-RgA,2,1,1
VO-p1uczeMbzH8bEAv-RgA,1,1,0
VO-p1uczeMbzH8bEAv-RgA,4,2,4
VO-p1uczeMbzH8bEAv-RgA,1,4,9
VO-p1uczeMbzH8bEAv-RgA,4,2,4
of4V8nfW7GwJ03tLDdrOlA,4,4,0
of4V8nfW7GwJ03tLDdrOlA,4,4,0
of4V8nfW7GwJ03tLDdrOlA,4,4,0
of4V8nfW7GwJ03tLDdrOlA,1,1,0
of4V8nfW7GwJ03tLDdrOlA,5,2,9
of4V8nfW7GwJ03tLDdrOlA,5,4,1
